organization_id,# of adoptable pets,age,Latitude,Longitude,name_y,url_y
CO23,4,Young,39.694915,-105.7258,HOPE FOR ANIMALS,https://www.petfinder.com/member/us/co/georgetown/hope-for-animals-co23/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
CO255,14,Young,39.739737,-104.80905,Aurora Animal Shelter,https://www.petfinder.com/member/us/co/aurora/aurora-animal-shelter-co255/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
CO27,7,Young,39.973251,-104.82406999999999,Adams County Animal Shelter/ Adoption Center,https://www.petfinder.com/member/us/co/brighton/adams-county-animal-shelter-adoption-center-co27/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
CO278,3,Baby,39.599755,-105.13051999999999,Doggy Dog World Rescue,https://www.petfinder.com/member/us/co/littleton/doggy-dog-world-rescue-co278/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
CO309,1,Adult,40.020885,-105.29673000000001,Summit Dog Rescue,https://www.petfinder.com/member/us/co/boulder/summit-dog-rescue-co309/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
CO324,1,Young,40.539432,-105.11576000000001,All Aboard Animal Rescue,https://www.petfinder.com/member/us/co/fort-collins/all-aboard-animal-rescue-co324/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
CO327,6,Baby,39.599687,-105.00658,Humane Society of the South Platte Valley,https://www.petfinder.com/member/us/co/littleton/humane-society-of-the-south-platte-valley-co327/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
CO350,4,Baby,39.035216,-104.69575,Wild Blue Cats!,https://www.petfinder.com/member/us/co/colorado-springs/wild-blue-cats-co350/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
CO356,1,Adult,39.599755,-105.13051999999999,DMK Rehoming,https://www.petfinder.com/member/us/co/littleton/dmk-rehoming-co356/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
CO403,6,Baby,39.340969,-105.05403999999999,4 Paws 4 Life Rescue,https://www.petfinder.com/member/us/co/sedalia/4-paws-4-life-rescue-co403/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
CO405,1,Adult,39.881608,-105.09953,Evergreen Animal Protective League EAPL - Westiminster Location,https://www.petfinder.com/member/us/co/westminster/evergreen-animal-protective-league-eapl-westiminster-location-co405/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
CO408,9,Young,40.020885,-105.29673000000001,Farfel's Farm & Rescue,https://www.petfinder.com/member/us/co/boulder/farfels-farm-and-rescue-co408/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
CO425,1,Adult,39.758986,-104.96678,PawsCo,https://www.petfinder.com/member/us/co/denver/pawsco-co425/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
CO426,3,Baby,38.873692,-104.81869,New Hope Rescue Inc.,https://www.petfinder.com/member/us/co/colorado-springs/new-hope-rescue-inc-co426/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
CO430,1,Adult,40.532354,-105.0535,Happy Landings Animal Rescue,https://www.petfinder.com/member/us/co/fort-collins/happy-landings-animal-rescue-co430/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
CO437,1,Adult,40.002156,-105.10036000000001,Rez Dawg Rescue,https://www.petfinder.com/member/us/co/lafayette/rez-dawg-rescue-co437/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
CO44,4,Young,40.435645,-105.08726000000001,Larimer Humane Society,https://www.petfinder.com/member/us/co/loveland/larimer-humane-society-co44/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
CO447,1,Baby,40.090367,-104.79723,Soul Dog Rescue,https://www.petfinder.com/member/us/co/fort-lupton/soul-dog-rescue-co447/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
CO453,2,Adult,39.738752000000005,-104.408349,Saving Dobermankind Animal Rescue,https://www.petfinder.com/member/us/co/denver/saving-dobermankind-animal-rescue-co453/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
CO457,1,Adult,40.002156,-105.10036000000001,Mother Gaia Animal Rescue,https://www.petfinder.com/member/us/co/lafayette/mother-gaia-animal-rescue-co457/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
CO461,4,Senior,40.540565,-105.280009,Bounce Animal Rescue,https://www.petfinder.com/member/us/co/fort-collins/bounce-animal-rescue-co461/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
CO472,4,Baby,39.979690999999995,-105.25258600000001,Brighter Days Dog Rescue,https://www.petfinder.com/member/us/co/boulder/brighter-days-dog-rescue-co472/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
CO474,8,Baby,39.642571999999994,-105.36811999999999,Circle 2 Rescue,https://www.petfinder.com/member/us/co/evergreen/circle-2-rescue-co474/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
CO486,1,Adult,39.881608,-105.09953,San Nicola Dog Rescue,https://www.petfinder.com/member/us/co/westminster/san-nicola-dog-rescue-co486/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
CO489,15,Baby,39.668576,-105.09191000000001,Moms and Mutts: Colorado Rescue for Pregnant and Nursing Dogs,https://www.petfinder.com/member/us/co/lakewood/moms-and-mutts-colorado-rescue-for-pregnant-and-nursing-dogs-co489/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
CO490,7,Baby,39.541571000000005,-104.92152,Sloppy Kisses Animal Rescue,https://www.petfinder.com/member/us/co/littleton/sloppy-kisses-animal-rescue-co490/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
CO494,12,Young,39.059221,-108.58311,Grand Rivers Humane,https://www.petfinder.com/member/us/co/grand-junction/grand-rivers-humane-co494/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
CO498,1,Adult,39.734387,-104.91678,Red Fern Animal Rescue,https://www.petfinder.com/member/us/co/denver/red-fern-animal-rescue-co498/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
CO499,1,Adult,40.386359999999996,-105.163377,Innocent Paws Puppy Rescue,https://www.petfinder.com/member/us/co/loveland/innocent-paws-puppy-rescue-co499/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
CO508,3,Adult,39.734685999999996,-105.01966000000002,MaxFund No-Kill Animal Shelter,https://www.petfinder.com/member/us/co/denver/maxfund-no-kill-animal-shelter-co508/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
CO512,4,Baby,40.234505,-104.99746999999999,Mile High Canine Rescue,https://www.petfinder.com/member/us/co/mead/mile-high-canine-rescue-co512/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
CO516,13,Baby,38.952366,-104.76701,El Paso County Canine Rescue,https://www.petfinder.com/member/us/co/colorado-springs/el-paso-county-canine-rescue-co516/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
CO517,8,Baby,39.385141,-104.85961999999999,Douglas County Canine Rescue,https://www.petfinder.com/member/us/co/castle-rock/douglas-county-canine-rescue-co517/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
CO91,5,Adult,39.735745,-105.19337,Foothills Animal Shelter,https://www.petfinder.com/member/us/co/golden/foothills-animal-shelter-co91/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
CO94,2,Adult,38.927344,-105.18746000000002,Teller County Regional Animal Shelter,https://www.petfinder.com/member/us/co/divide/teller-county-regional-animal-shelter-co94/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
DC19,2,Young,38.900394,-77.05126,K-9 Lifesavers,https://www.petfinder.com/member/us/dc/washington/k-9-lifesavers-dc19/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
DE02,11,Adult,39.094699,-75.58870999999999,First State Animal Center and SPCA,https://www.petfinder.com/member/us/de/camden/first-state-animal-center-and-spca-de02/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
DE15,3,Young,39.669211,-75.71795999999999,Delaware SPCA,https://www.petfinder.com/member/us/de/newark/delaware-spca-de15/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
DE16,6,Young,39.721061999999996,-75.60806,Faithful Friends Animal Society,https://www.petfinder.com/member/us/de/wilmington/faithful-friends-animal-society-de16/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
DE34,2,Adult,39.734279,-75.6631,Forgotten Cats Inc.,https://www.petfinder.com/member/us/de/wilmington/forgotten-cats-inc-de34/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
DE68,24,Adult,39.669219,-75.59003,Brandywine Valley SPCA - New Castle,https://www.petfinder.com/member/us/de/new-castle/brandywine-valley-spca-new-castle-de68/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
DE71,1,Adult,38.772648,-75.28665,Grass Roots Rescue,https://www.petfinder.com/member/us/de/milton/grass-roots-rescue-de71/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
FL1027,10,Baby,26.552895,-81.94861,RAIN (Rescue Animals in Need Inc.),https://www.petfinder.com/member/us/fl/fort-myers/rain-rescue-animals-in-need-inc-dot-fl1027/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
FL1036,2,Young,26.719596000000003,-80.22077,Palm Beach County Animal Care & Control,https://www.petfinder.com/member/us/fl/west-palm-beach/palm-beach-county-animal-care-and-control-fl1036/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
FL1040,1,Young,25.653431,-80.35999,Big Hearts for Big Dogs Rescue- Miami,https://www.petfinder.com/member/us/fl/miami/big-hearts-for-big-dogs-rescue-miami-fl1040/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
FL1041,3,Baby,26.714088,-80.9973,"All For The Critters, Inc.",https://www.petfinder.com/member/us/fl/clewiston/all-for-the-critters-inc-fl1041/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
FL1046,6,Baby,27.396045,-82.23349,Humane Society at Lakewood Ranch,https://www.petfinder.com/member/us/fl/myakka-city/humane-society-at-lakewood-ranch-fl1046/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
FL1089,1,Adult,28.470236,-82.59741,Paw Warriors,https://www.petfinder.com/member/us/fl/spring-hill/paw-warriors-fl1089/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
FL1111,1,Adult,26.446463,-81.93269000000001,Find A Home Give A Home Pet Rescue,https://www.petfinder.com/member/us/fl/fort-myers-beach/find-a-home-give-a-home-pet-rescue-fl1111/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
FL1152,1,Young,26.719596000000003,-80.22077,Justin Bartlett Animal Rescue,https://www.petfinder.com/member/us/fl/royal-palm-beach/justin-bartlett-animal-rescue-fl1152/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
FL118,3,Adult,29.447069,-82.60452,Levy County Animal Services,https://www.petfinder.com/member/us/fl/bronson/levy-county-animal-services-fl118/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
FL1180,12,Baby,26.145723999999998,-80.448254,"Good Karma Pet Rescue, Inc.",https://www.petfinder.com/member/us/fl/fort-lauderdale/good-karma-pet-rescue-inc-fl1180/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
FL1227,2,Adult,26.182160999999997,-80.13341,"100Plus Animal Rescue, INC.",https://www.petfinder.com/member/us/fl/oakland-park/100plus-animal-rescue-inc-fl1227/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
FL128,28,Adult,29.713911,-82.29590999999999,Humane Society of North Central Florida,https://www.petfinder.com/member/us/fl/gainesville/humane-society-of-north-central-florida-fl128/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
FL1280,2,Young,28.566338000000002,-81.260818,"Family Forever Animal Foundation, Inc",https://www.petfinder.com/member/us/fl/apopka/family-forever-animal-foundation-inc-fl1280/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
FL1308,1,Baby,29.284924,-81.10296,Daytona Beach German Shepherd Rescue,https://www.petfinder.com/member/us/fl/ormond-beach/daytona-beach-german-shepherd-rescue-fl1308/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
FL1328,3,Baby,28.827219,-81.332888,"T.E.A.R.S., Inc.",https://www.petfinder.com/member/us/fl/lake-monroe/t-dot-ea-dot-rs-dot-inc-fl1328/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
FL1337,2,Young,28.233671,-82.45463000000001,Cat Haven Rescue Inc,https://www.petfinder.com/member/us/fl/land-o-lakes/cat-haven-rescue-inc-fl1337/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
FL1340,1,Senior,26.669744,-80.0585,Destiny For Dogs,https://www.petfinder.com/member/us/fl/west-palm-beach/destiny-for-dogs-fl1340/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
FL1344,2,Young,26.924709000000004,-80.08119,"GTS Husky Rescue (Gaisha, Tundra, and Spirit's Place)",https://www.petfinder.com/member/us/fl/jupiter/gts-husky-rescue-gaisha-tundra-and-spirits-place-fl1344/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
FL1350,1,Adult,28.546896999999998,-81.30774,Happy Trails Animal Rescue,https://www.petfinder.com/member/us/fl/orlando/happy-trails-animal-rescue-fl1350/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
FL1365,1,Young,26.555958,-81.90174,"Bailey's Way Rescue, Inc.",https://www.petfinder.com/member/us/fl/fort-myers/baileys-way-rescue-inc-fl1365/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
FL1389,1,Adult,29.787831,-81.44668,Swamp Haven Rescue,https://www.petfinder.com/member/us/fl/elkton/swamp-haven-rescue-fl1389/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
FL139,2,Baby,26.251909,-80.21016,"Cats Exclusive, Inc.",https://www.petfinder.com/member/us/fl/margate/cats-exclusive-inc-fl139/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
FL1397,25,Young,28.489758000000002,-81.40625,Pet Alliance of Greater Orlando,https://www.petfinder.com/member/us/fl/orlando/pet-alliance-of-greater-orlando-fl1397/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
FL1399,13,Baby,26.983094,-82.05972,Animal Welfare League of Charlotte County,https://www.petfinder.com/member/us/fl/port-charlotte/animal-welfare-league-of-charlotte-county-fl1399/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
FL1430,3,Senior,28.536794,-81.59344,Polka Dogz Pet Rescue,https://www.petfinder.com/member/us/fl/winter-garden/polka-dogz-pet-rescue-fl1430/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
FL1453,1,Baby,28.893559000000003,-81.74343,"Partnership for Paws, Inc.",https://www.petfinder.com/member/us/fl/grand-island/partnership-for-paws-inc-fl1453/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
FL1468,1,Adult,28.149690999999997,-82.75339,Gold Coast Greyhound Adoptions - Gulf Coast Chapter,https://www.petfinder.com/member/us/fl/tarpon-springs/gold-coast-greyhound-adoptions-gulf-coast-chapter-fl1468/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
FL1476,6,Adult,28.475662,-82.50199,Jimmy's Angels Rescue,https://www.petfinder.com/member/us/fl/spring-hill/jimmys-angels-rescue-fl1476/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
FL1497,2,Senior,26.579862,-82.00227,Florida Coastal Cocker Rescue,https://www.petfinder.com/member/us/fl/cape-coral/florida-coastal-cocker-rescue-fl1497/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
FL1498,1,Adult,28.834172,-81.0948,Abbys Animal Rescue,https://www.petfinder.com/member/us/fl/osteen/abbys-animal-rescue-fl1498/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
FL1500,14,Baby,26.928034999999998,-80.11803,Furry Friends Adoption and Clinic,https://www.petfinder.com/member/us/fl/jupiter/furry-friends-adoption-and-clinic-fl1500/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
FL1506,10,Adult,28.799017,-81.73184,Lake County Animal Shelter,https://www.petfinder.com/member/us/fl/tavares/lake-county-animal-shelter-fl1506/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
FL1508,2,Adult,27.436826,-81.35515,Humane Society of Highlands County,https://www.petfinder.com/member/us/fl/sebring/humane-society-of-highlands-county-fl1508/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
FL1522,1,Young,28.584177,-81.18634,"Catapalooza, Inc.",https://www.petfinder.com/member/us/fl/orlando/catapalooza-inc-fl1522/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
FL1531,14,Baby,30.581490000000002,-87.00178000000001,The Mylo Foundation,https://www.petfinder.com/member/us/fl/milton/the-mylo-foundation-fl1531/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
FL1548,1,Young,30.234451,-85.692035,"Animal Haven Rescue of Bay County Florida, Inc",https://www.petfinder.com/member/us/fl/panama-city/animal-haven-rescue-of-bay-county-florida-inc-fl1548/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
FL1554,4,Baby,29.369207,-82.49831,Faithful Friends Pet Rescue and Rehoming,https://www.petfinder.com/member/us/fl/williston/faithful-friends-pet-rescue-and-rehoming-fl1554/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
FL1559,1,Young,30.531677000000002,-84.16049,"Its Meow or Never for Ferals, Inc.",https://www.petfinder.com/member/us/fl/tallahassee/its-meow-or-never-for-ferals-inc-fl1559/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
FL1563,2,Young,28.571677,-81.86649,Island Dog International Dog Rescue,https://www.petfinder.com/member/us/fl/groveland/island-dog-international-dog-rescue-fl1563/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
FL1573,3,Adult,30.189934,-81.38213,"Love Me True Rescue, Inc.",https://www.petfinder.com/member/us/fl/ponte-vedra-beach/love-me-true-rescue-inc-fl1573/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
FL1576,7,Baby,27.843349,-82.79307,Fluff Animal Rescue Inc,https://www.petfinder.com/member/us/fl/seminole/fluff-animal-rescue-inc-fl1576/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
FL159,6,Young,27.336972999999997,-82.51505999999999,Humane Society of Sarasota County Inc.,https://www.petfinder.com/member/us/fl/sarasota/humane-society-of-sarasota-county-inc-fl159/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
FL1592,3,Adult,30.659159000000002,-87.04972,A HOPE,https://www.petfinder.com/member/us/fl/milton/a-hope-fl1592/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
FL1594,3,Baby,26.182160999999997,-80.13341,"Love for Cats  and Trapping Rescue, Inc.",https://www.petfinder.com/member/us/fl/oakland-park/love-for-cats-and-trapping-rescue-inc-fl1594/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
FL1595,4,Young,28.653875,-81.34387,"Spay and Neuter Nation, Inc",https://www.petfinder.com/member/us/fl/fern-park/spay-and-neuter-nation-inc-fl1595/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
FL160,7,Baby,30.759353000000004,-85.25712,"Partners for Pets, Inc.",https://www.petfinder.com/member/us/fl/marianna/partners-for-pets-inc-fl160/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
FL1619,2,Baby,26.196911,-80.09516500000001,Wonder Paws Rescue,https://www.petfinder.com/member/us/fl/fort-lauderdale/wonder-paws-rescue-fl1619/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
FL1626,4,Young,28.786271999999997,-81.64475,Hoffmeyer Animal Rescue,https://www.petfinder.com/member/us/fl/mount-dora/hoffmeyer-animal-rescue-fl1626/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
FL1631,1,Baby,27.911201000000002,-82.2948,A Kitten Place,https://www.petfinder.com/member/us/fl/brandon/a-kitten-place-fl1631/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
FL1652,1,Young,28.266579999999998,-82.34222,"Love to the Rescue, Inc.",https://www.petfinder.com/member/us/fl/wesley-chapel/love-to-the-rescue-inc-fl1652/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
FL1665,2,Adult,28.015032,-81.95206,Polk County Bully Project,https://www.petfinder.com/member/us/fl/lakeland/polk-county-bully-project-fl1665/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
FL1669,4,Baby,26.272608,-80.25589000000001,BulliesnBeyond Rescue,https://www.petfinder.com/member/us/fl/coral-springs/bulliesnbeyond-rescue-fl1669/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
FL1673,2,Senior,27.291694,-80.29691,Paws Fur Recovery,https://www.petfinder.com/member/us/fl/port-saint-lucie/paws-fur-recovery-fl1673/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
FL1679,4,Young,27.956149,-82.45723000000001,Mercy Full Project,https://www.petfinder.com/member/us/fl/tampa/mercy-full-project-fl1679/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
FL170,30,Young,26.925265000000003,-82.29693,Suncoast Humane Society,https://www.petfinder.com/member/us/fl/englewood/suncoast-humane-society-fl170/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
FL171,5,Adult,26.742327000000003,-81.27863,"Caloosa Humane Society, Inc.",https://www.petfinder.com/member/us/fl/labelle/caloosa-humane-society-inc-fl171/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
FL174,2,Adult,26.802139,-80.07032,Adopt A Cat Foundation Inc.,https://www.petfinder.com/member/us/fl/lake-park/adopt-a-cat-foundation-inc-fl174/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
FL179,2,Adult,26.182160999999997,-80.13341,"Animal Aid, Inc.",https://www.petfinder.com/member/us/fl/oakland-park/animal-aid-inc-fl179/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
FL185,3,Adult,27.980296999999997,-82.71645,Humane Society of Pinellas,https://www.petfinder.com/member/us/fl/clearwater/humane-society-of-pinellas-fl185/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
FL189,2,Adult,28.803978999999998,-81.28761,Pet Rescue by Judy,https://www.petfinder.com/member/us/fl/sanford/pet-rescue-by-judy-fl189/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
FL209,1,Baby,28.566183000000002,-82.38002,R.U.F.F. Rescuing Unwanted Friendly Fidos,https://www.petfinder.com/member/us/fl/brooksville/r-dot-uf-dot-f-rescuing-unwanted-friendly-fidos-fl209/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
FL216,5,Young,29.124610999999998,-82.32271,Humane Society of Marion County,https://www.petfinder.com/member/us/fl/ocala/humane-society-of-marion-county-fl216/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
FL233,3,Young,30.403146000000003,-84.18841,Tallahassee Animal Services,https://www.petfinder.com/member/us/fl/tallahassee/tallahassee-animal-services-fl233/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
FL268,4,Baby,26.145723999999998,-80.448254,Adopt A Stray,https://www.petfinder.com/member/us/fl/hallandale/adopt-a-stray-fl268/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
FL273,13,Adult,30.336038000000002,-81.72509000000001,Animal Care & Protective Services,https://www.petfinder.com/member/us/fl/jacksonville/animal-care-and-protective-services-fl273/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
FL275,13,Young,28.489758000000002,-81.40625,Orange County Animal Services,https://www.petfinder.com/member/us/fl/orlando/orange-county-animal-services-fl275/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
FL279,53,Young,26.709575,-80.09443,Peggy Adams Animal Rescue League,https://www.petfinder.com/member/us/fl/west-palm-beach/peggy-adams-animal-rescue-league-fl279/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
FL286,13,Baby,26.094665,-80.17987,Humane Society of Broward County,https://www.petfinder.com/member/us/fl/fort-lauderdale/humane-society-of-broward-county-fl286/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
FL294,5,Baby,28.835261,-82.14818000000001,"Humane Society/SPCA of Sumter County, Inc.",https://www.petfinder.com/member/us/fl/lake-panasoffkee/humane-society-spca-of-sumter-county-inc-fl294/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
FL304,2,Adult,28.829773,-82.29019,Citrus County Animal Services,https://www.petfinder.com/member/us/fl/inverness/citrus-county-animal-services-fl304/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
FL305,1,Young,29.825252000000003,-84.89246999999999,Franklin County Humane Society,https://www.petfinder.com/member/us/fl/eastpoint/franklin-county-humane-society-fl305/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
FL306,4,Baby,28.769173,-81.27631,Seminole County Animal Services,https://www.petfinder.com/member/us/fl/sanford/seminole-county-animal-services-fl306/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
FL312,2,Adult,28.249340000000004,-81.28749,Osceola County Animal Services,https://www.petfinder.com/member/us/fl/saint-cloud/osceola-county-animal-services-fl312/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
FL316,25,Adult,27.963797999999997,-82.49537,Humane Society of Tampa Bay,https://www.petfinder.com/member/us/fl/tampa/humane-society-of-tampa-bay-fl316/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
FL318,15,Young,30.641486999999998,-81.46092,Nassau Humane Society,https://www.petfinder.com/member/us/fl/fernandina-beach/nassau-humane-society-fl318/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
FL367,5,Adult,27.885283,-82.82607,Pinellas County Animal Services,https://www.petfinder.com/member/us/fl/largo/pinellas-county-animal-services-fl367/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
FL370,14,Young,29.611545,-82.3941,Haile's Angels Pet Rescue,https://www.petfinder.com/member/us/fl/gainesville/hailes-angels-pet-rescue-fl370/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
FL392,5,Baby,28.005639000000002,-82.69511,Save Our Strays Inc.,https://www.petfinder.com/member/us/fl/safety-harbor/save-our-strays-inc-fl392/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
FL426,5,Young,27.549314000000003,-82.55981,Manatee County Animal Services,https://www.petfinder.com/member/us/fl/palmetto/manatee-county-animal-services-fl426/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
FL474,1,Senior,29.453178,-82.86837,Paws and Claws,https://www.petfinder.com/member/us/fl/chiefland/paws-and-claws-fl474/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
FL494,2,Adult,27.272872999999997,-82.41676,Satchel's Last Resort,https://www.petfinder.com/member/us/fl/sarasota/satchels-last-resort-fl494/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
FL546,1,Adult,28.528789,-81.47863000000001,"Candys Cats, Inc.",https://www.petfinder.com/member/us/fl/orlando/candys-cats-inc-fl546/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
